crime_type_code,date,frequency,total_crime_count
3.1.3,2017-04-01,313,59717
3.1.3,2017-05-01,340,59717
3.1.3,2017-06-01,382,59717
3.1.3,2017-07-01,338,59717
3.1.3,2017-08-01,370,59717
3.1.3,2017-09-01,341,59717
3.1.3,2017-10-01,409,59717
3.1.3,2017-11-01,382,59717
3.1.3,2017-12-01,357,59717
3.1.3,2018-01-01,373,59717
3.1.3,2018-02-01,288,59717
3.1.3,2018-03-01,379,59717
3.1.3,2018-04-01,322,59717
3.1.3,2018-05-01,354,59717
3.1.3,2018-06-01,405,59717
3.1.3,2018-07-01,509,59717
3.1.3,2018-08-01,445,59717
3.1.3,2018-09-01,422,59717
3.1.3,2018-10-01,493,59717
3.1.3,2018-11-01,513,59717
3.1.3,2018-12-01,439,59717
3.1.3,2019-01-01,455,59717
3.1.3,2019-02-01,461,59717
3.1.3,2019-03-01,538,59717
3.1.3,2019-04-01,570,59717
3.1.3,2019-05-01,472,59717
3.1.3,2019-06-01,463,59717
3.1.3,2019-07-01,502,59717
3.1.3,2019-08-01,473,59717
3.1.3,2019-09-01,535,59717
3.1.3,2019-10-01,564,59717
3.1.3,2019-11-01,661,59717
3.1.3,2019-12-01,534,59717
3.1.3,2020-01-01,597,59717
3.1.3,2020-02-01,559,59717
3.1.3,2020-03-01,528,59717
3.1.3,2020-04-01,473,59717
3.1.3,2020-05-01,535,59717
3.1.3,2020-06-01,483,59717
3.1.3,2020-07-01,538,59717
3.1.3,2020-08-01,518,59717
3.1.3,2020-09-01,581,59717
3.1.3,2020-10-01,558,59717
3.1.3,2020-11-01,602,59717
3.1.3,2020-12-01,637,59717
3.1.3,2021-01-01,627,59717
3.1.3,2021-02-01,427,59717
3.1.3,2021-03-01,563,59717
3.1.3,2021-04-01,565,59717
3.1.3,2021-05-01,583,59717
3.1.3,2021-06-01,598,59717
3.1.3,2021-07-01,556,59717
3.1.3,2021-08-01,508,59717
3.1.3,2021-09-01,605,59717
3.1.3,2021-10-01,568,59717
3.1.3,2021-11-01,592,59717
3.1.3,2021-12-01,581,59717
3.1.3,2022-01-01,571,59717
3.1.3,2022-02-01,493,59717
3.1.3,2022-03-01,601,59717
3.1.3,2022-04-01,581,59717
3.1.3,2022-05-01,621,59717
3.1.3,2022-06-01,558,59717
3.1.3,2022-07-01,574,59717
3.2.1,2012-01-01,0,0
3.2.1,2012-02-01,0,0
3.2.1,2012-03-01,0,0
3.2.1,2012-04-01,0,0
3.2.1,2012-05-01,0,0
3.2.1,2012-06-01,0,0
3.2.1,2012-07-01,0,0
3.2.1,2012-08-01,0,0
3.2.1,2012-09-01,0,0
3.2.1,2012-10-01,0,0
3.2.1,2012-11-01,0,0
3.2.1,2012-12-01,0,0
3.2.1,2013-01-01,0,0
3.2.1,2013-02-01,0,0
3.2.1,2013-03-01,0,0
3.2.1,2013-04-01,0,0
3.2.1,2013-05-01,0,0
3.2.1,2013-06-01,0,0
3.2.1,2013-07-01,0,0
3.2.1,2013-08-01,0,0
3.2.1,2013-09-01,0,0
3.2.1,2013-10-01,0,0
3.2.1,2013-11-01,0,0
3.2.1,2013-12-01,0,0
3.2.1,2014-01-01,0,0
3.2.1,2014-02-01,0,0
3.2.1,2014-03-01,0,0
3.2.1,2014-04-01,0,0
3.2.1,2014-05-01,0,0
3.2.1,2014-06-01,0,0
3.2.1,2014-07-01,0,0
3.2.1,2014-08-01,0,0
3.2.1,2014-09-01,0,0
3.2.1,2014-10-01,0,0
3.2.1,2014-11-01,0,0
3.2.1,2014-12-01,0,0
3.2.1,2015-01-01,0,0
3.2.1,2015-02-01,0,0
3.2.1,2015-03-01,0,0
3.2.1,2015-04-01,0,0
3.2.1,2015-05-01,0,0
3.2.1,2015-06-01,0,0
3.2.1,2015-07-01,0,0
3.2.1,2015-08-01,0,0
3.2.1,2015-09-01,0,0
3.2.1,2015-10-01,0,0
3.2.1,2015-11-01,0,0
3.2.1,2015-12-01,0,0
3.2.1,2016-01-01,0,0
3.2.1,2016-02-01,0,0
3.2.1,2016-03-01,0,0
3.2.1,2016-04-01,0,0
3.2.1,2016-05-01,0,0
3.2.1,2016-06-01,0,0
3.2.1,2016-07-01,0,0
3.2.1,2016-08-01,0,0
3.2.1,2016-09-01,0,0
3.2.1,2016-10-01,0,0
3.2.1,2016-11-01,0,0
3.2.1,2016-12-01,0,0
3.2.1,2017-01-01,0,0
3.2.1,2017-02-01,0,0
3.2.1,2017-03-01,0,0
3.2.1,2017-04-01,0,0
3.2.1,2017-05-01,0,0
3.2.1,2017-06-01,0,0
3.2.1,2017-07-01,0,0
3.2.1,2017-08-01,0,0
3.2.1,2017-09-01,0,0
3.2.1,2017-10-01,0,0
3.2.1,2017-11-01,0,0
3.2.1,2017-12-01,0,0
3.2.1,2018-01-01,0,0
3.2.1,2018-02-01,0,0
3.2.1,2018-03-01,0,0
3.2.1,2018-04-01,0,0
3.2.1,2018-05-01,0,0
3.2.1,2018-06-01,0,0
3.2.1,2018-07-01,0,0
3.2.1,2018-08-01,0,0
3.2.1,2018-09-01,0,0
3.2.1,2018-10-01,0,0
3.2.1,2018-11-01,0,0
3.2.1,2018-12-01,0,0
3.2.1,2019-01-01,0,0
3.2.1,2019-02-01,0,0
3.2.1,2019-03-01,0,0
3.2.1,2019-04-01,0,0
3.2.1,2019-05-01,0,0
3.2.1,2019-06-01,0,0
3.2.1,2019-07-01,0,0
3.2.1,2019-08-01,0,0
3.2.1,2019-09-01,0,0
3.2.1,2019-10-01,0,0
3.2.1,2019-11-01,0,0
3.2.1,2019-12-01,0,0
3.2.1,2020-01-01,0,0
3.2.1,2020-02-01,0,0
3.2.1,2020-03-01,0,0
3.2.1,2020-04-01,0,0
3.2.1,2020-05-01,0,0
3.2.1,2020-06-01,0,0
3.2.1,2020-07-01,0,0
3.2.1,2020-08-01,0,0
3.2.1,2020-09-01,0,0
3.2.1,2020-10-01,0,0
3.2.1,2020-11-01,0,0
3.2.1,2020-12-01,0,0
3.2.1,2021-01-01,0,0
3.2.1,2021-02-01,0,0
3.2.1,2021-03-01,0,0
3.2.1,2021-04-01,0,0
3.2.1,2021-05-01,0,0
3.2.1,2021-06-01,0,0
3.2.1,2021-07-01,0,0
3.2.1,2021-08-01,0,0
3.2.1,2021-09-01,0,0
3.2.1,2021-10-01,0,0
3.2.1,2021-11-01,0,0
3.2.1,2021-12-01,0,0
3.2.1,2022-01-01,0,0
3.2.1,2022-02-01,0,0
3.2.1,2022-03-01,0,0
3.2.1,2022-04-01,0,0
3.2.1,2022-05-01,0,0
3.2.1,2022-06-01,0,0
3.2.1,2022-07-01,0,0
3.2.2,2012-01-01,0,0
3.2.2,2012-02-01,0,0
3.2.2,2012-03-01,0,0
3.2.2,2012-04-01,0,0
3.2.2,2012-05-01,0,0
3.2.2,2012-06-01,0,0
3.2.2,2012-07-01,0,0
3.2.2,2012-08-01,0,0
3.2.2,2012-09-01,0,0
3.2.2,2012-10-01,0,0
3.2.2,2012-11-01,0,0
3.2.2,2012-12-01,0,0
3.2.2,2013-01-01,0,0
3.2.2,2013-02-01,0,0
3.2.2,2013-03-01,0,0
3.2.2,2013-04-01,0,0
3.2.2,2013-05-01,0,0
3.2.2,2013-06-01,0,0
3.2.2,2013-07-01,0,0
3.2.2,2013-08-01,0,0
3.2.2,2013-09-01,0,0
3.2.2,2013-10-01,0,0
3.2.2,2013-11-01,0,0
3.2.2,2013-12-01,0,0
3.2.2,2014-01-01,0,0
3.2.2,2014-02-01,0,0
3.2.2,2014-03-01,0,0
3.2.2,2014-04-01,0,0
3.2.2,2014-05-01,0,0
3.2.2,2014-06-01,0,0
3.2.2,2014-07-01,0,0
3.2.2,2014-08-01,0,0
3.2.2,2014-09-01,0,0
3.2.2,2014-10-01,0,0
3.2.2,2014-11-01,0,0
3.2.2,2014-12-01,0,0
3.2.2,2015-01-01,0,0
3.2.2,2015-02-01,0,0
3.2.2,2015-03-01,0,0
3.2.2,2015-04-01,0,0
3.2.2,2015-05-01,0,0
3.2.2,2015-06-01,0,0
3.2.2,2015-07-01,0,0
3.2.2,2015-08-01,0,0
3.2.2,2015-09-01,0,0
3.2.2,2015-10-01,0,0
3.2.2,2015-11-01,0,0
3.2.2,2015-12-01,0,0
3.2.2,2016-01-01,0,0
3.2.2,2016-02-01,0,0
3.2.2,2016-03-01,0,0
3.2.2,2016-04-01,0,0
3.2.2,2016-05-01,0,0
3.2.2,2016-06-01,0,0
3.2.2,2016-07-01,0,0
3.2.2,2016-08-01,0,0
3.2.2,2016-09-01,0,0
3.2.2,2016-10-01,0,0
3.2.2,2016-11-01,0,0
3.2.2,2016-12-01,0,0
3.2.2,2017-01-01,0,0
3.2.2,2017-02-01,0,0
3.2.2,2017-03-01,0,0
3.2.2,2017-04-01,0,0
3.2.2,2017-05-01,0,0
3.2.2,2017-06-01,0,0
3.2.2,2017-07-01,0,0
3.2.2,2017-08-01,0,0
3.2.2,2017-09-01,0,0
3.2.2,2017-10-01,0,0
3.2.2,2017-11-01,0,0
3.2.2,2017-12-01,0,0
3.2.2,2018-01-01,0,0
3.2.2,2018-02-01,0,0
3.2.2,2018-03-01,0,0
3.2.2,2018-04-01,0,0
3.2.2,2018-05-01,0,0
3.2.2,2018-06-01,0,0
3.2.2,2018-07-01,0,0
3.2.2,2018-08-01,0,0
3.2.2,2018-09-01,0,0
3.2.2,2018-10-01,0,0
3.2.2,2018-11-01,0,0
3.2.2,2018-12-01,0,0
3.2.2,2019-01-01,0,0
3.2.2,2019-02-01,0,0
3.2.2,2019-03-01,0,0
3.2.2,2019-04-01,0,0
3.2.2,2019-05-01,0,0
3.2.2,2019-06-01,0,0
3.2.2,2019-07-01,0,0
3.2.2,2019-08-01,0,0
3.2.2,2019-09-01,0,0
3.2.2,2019-10-01,0,0
3.2.2,2019-11-01,0,0
3.2.2,2019-12-01,0,0
3.2.2,2020-01-01,0,0
3.2.2,2020-02-01,0,0
3.2.2,2020-03-01,0,0
3.2.2,2020-04-01,0,0
3.2.2,2020-05-01,0,0
3.2.2,2020-06-01,0,0
3.2.2,2020-07-01,0,0
3.2.2,2020-08-01,0,0
3.2.2,2020-09-01,0,0
3.2.2,2020-10-01,0,0
3.2.2,2020-11-01,0,0
3.2.2,2020-12-01,0,0
3.2.2,2021-01-01,0,0
3.2.2,2021-02-01,0,0
3.2.2,2021-03-01,0,0
3.2.2,2021-04-01,0,0
3.2.2,2021-05-01,0,0
3.2.2,2021-06-01,0,0
3.2.2,2021-07-01,0,0
3.2.2,2021-08-01,0,0
3.2.2,2021-09-01,0,0
3.2.2,2021-10-01,0,0
3.2.2,2021-11-01,0,0
3.2.2,2021-12-01,0,0
3.2.2,2022-01-01,0,0
3.2.2,2022-02-01,0,0
3.2.2,2022-03-01,0,0
3.2.2,2022-04-01,0,0
3.2.2,2022-05-01,0,0
3.2.2,2022-06-01,0,0
3.2.2,2022-07-01,0,0
3.3.2,2012-01-01,2,38
3.3.2,2012-02-01,0,38
3.3.2,2012-03-01,1,38
3.3.2,2012-04-01,0,38
3.3.2,2012-05-01,0,38
3.3.2,2012-06-01,0,38
3.3.2,2012-07-01,0,38
3.3.2,2012-08-01,0,38
3.3.2,2012-09-01,0,38
3.3.2,2012-10-01,0,38
3.3.2,2012-11-01,0,38
3.3.2,2012-12-01,0,38
3.3.2,2013-01-01,0,38
3.3.2,2013-02-01,0,38
3.3.2,2013-03-01,1,38
3.3.2,2013-04-01,0,38
3.3.2,2013-05-01,0,38
3.3.2,2013-06-01,0,38
3.3.2,2013-07-01,0,38
3.3.2,2013-08-01,0,38
3.3.2,2013-09-01,0,38
3.3.2,2013-10-01,0,38
3.3.2,2013-11-01,0,38
3.3.2,2013-12-01,0,38
3.3.2,2014-01-01,0,38
3.3.2,2014-02-01,0,38
3.3.2,2014-03-01,1,38
3.3.2,2014-04-01,0,38
3.3.2,2014-05-01,0,38
3.3.2,2014-06-01,2,38
3.3.2,2014-07-01,0,38
3.3.2,2014-08-01,1,38
3.3.2,2014-09-01,2,38
3.3.2,2014-10-01,0,38
3.3.2,2014-11-01,0,38
3.3.2,2014-12-01,0,38
3.3.2,2015-01-01,0,38
3.3.2,2015-02-01,1,38
3.3.2,2015-03-01,0,38
3.3.2,2015-04-01,1,38
3.3.2,2015-05-01,1,38
3.3.2,2015-06-01,0,38
3.3.2,2015-07-01,1,38
3.3.2,2015-08-01,1,38
3.3.2,2015-09-01,0,38
3.3.2,2015-10-01,2,38
3.3.2,2015-11-01,1,38
3.3.2,2015-12-01,0,38
3.3.2,2016-01-01,0,38
3.3.2,2016-02-01,0,38
3.3.2,2016-03-01,0,38
3.3.2,2016-04-01,0,38
3.3.2,2016-05-01,0,38
3.3.2,2016-06-01,0,38
3.3.2,2016-07-01,0,38
3.3.2,2016-08-01,1,38
3.3.2,2016-09-01,2,38
3.3.2,2016-10-01,0,38
3.3.2,2016-11-01,0,38
3.3.2,2016-12-01,0,38
3.3.2,2017-01-01,0,38
3.3.2,2017-02-01,0,38
3.3.2,2017-03-01,0,38
3.3.2,2017-04-01,0,38
3.3.2,2017-05-01,0,38
3.3.2,2017-06-01,0,38
3.3.2,2017-07-01,1,38
3.3.2,2017-08-01,1,38
3.3.2,2017-09-01,1,38
3.3.2,2017-10-01,0,38
3.3.2,2017-11-01,0,38
3.3.2,2017-12-01,0,38
3.3.2,2018-01-01,0,38
3.3.2,2018-02-01,0,38
3.3.2,2018-03-01,0,38
3.3.2,2018-04-01,1,38
3.3.2,2018-05-01,1,38
3.3.2,2018-06-01,0,38
3.3.2,2018-07-01,1,38
3.3.2,2018-08-01,1,38
3.3.2,2018-09-01,1,38
3.3.2,2018-10-01,0,38
3.3.2,2018-11-01,2,38
3.3.2,2018-12-01,0,38
3.3.2,2019-01-01,1,38
3.3.2,2019-02-01,1,38
3.3.2,2019-03-01,0,38
3.3.2,2019-04-01,1,38
3.3.2,2019-05-01,1,38
3.3.2,2019-06-01,0,38
3.3.2,2019-07-01,0,38
3.3.2,2019-08-01,0,38
3.3.2,2019-09-01,0,38
3.3.2,2019-10-01,0,38
3.3.2,2019-11-01,0,38
3.3.2,2019-12-01,0,38
3.3.2,2020-01-01,0,38
3.3.2,2020-02-01,0,38
3.3.2,2020-03-01,0,38
3.3.2,2020-04-01,0,38
3.3.2,2020-05-01,0,38
3.3.2,2020-06-01,0,38
3.3.2,2020-07-01,0,38
3.3.2,2020-08-01,0,38
3.3.2,2020-09-01,0,38
3.3.2,2020-10-01,0,38
3.3.2,2020-11-01,0,38
3.3.2,2020-12-01,0,38
3.3.2,2021-01-01,0,38
3.3.2,2021-02-01,0,38
3.3.2,2021-03-01,0,38
3.3.2,2021-04-01,0,38
3.3.2,2021-05-01,0,38
3.3.2,2021-06-01,0,38
3.3.2,2021-07-01,0,38
3.3.2,2021-08-01,0,38
3.3.2,2021-09-01,0,38
3.3.2,2021-10-01,0,38
3.3.2,2021-11-01,0,38
3.3.2,2021-12-01,1,38
3.3.2,2022-01-01,0,38
3.3.2,2022-02-01,0,38
3.3.2,2022-03-01,0,38
3.3.2,2022-04-01,2,38
3.3.2,2022-05-01,0,38
3.3.2,2022-06-01,0,38
3.3.2,2022-07-01,0,38
3.3.5,2012-01-01,0,2
3.3.5,2012-02-01,0,2
3.3.5,2012-03-01,0,2
3.3.5,2012-04-01,0,2
3.3.5,2012-05-01,0,2
3.3.5,2012-06-01,0,2
3.3.5,2012-07-01,0,2
3.3.5,2012-08-01,0,2
3.3.5,2012-09-01,0,2
3.3.5,2012-10-01,0,2
3.3.5,2012-11-01,0,2
3.3.5,2012-12-01,0,2
3.3.5,2013-01-01,0,2
3.3.5,2013-02-01,0,2
3.3.5,2013-03-01,0,2
3.3.5,2013-04-01,0,2
3.3.5,2013-05-01,0,2
3.3.5,2013-06-01,0,2
3.3.5,2013-07-01,0,2
3.3.5,2013-08-01,0,2
3.3.5,2013-09-01,0,2
3.3.5,2013-10-01,0,2
3.3.5,2013-11-01,0,2
3.3.5,2013-12-01,0,2
3.3.5,2014-01-01,0,2
3.3.5,2014-02-01,0,2
3.3.5,2014-03-01,0,2
3.3.5,2014-04-01,0,2
3.3.5,2014-05-01,0,2
3.3.5,2014-06-01,0,2
3.3.5,2014-07-01,0,2
3.3.5,2014-08-01,0,2
3.3.5,2014-09-01,0,2
3.3.5,2014-10-01,0,2
3.3.5,2014-11-01,0,2
3.3.5,2014-12-01,0,2
3.3.5,2015-01-01,0,2
3.3.5,2015-02-01,0,2
3.3.5,2015-03-01,0,2
3.3.5,2015-04-01,0,2
3.3.5,2015-05-01,0,2
3.3.5,2015-06-01,0,2
3.3.5,2015-07-01,0,2
3.3.5,2015-08-01,1,2
3.3.5,2015-09-01,0,2
3.3.5,2015-10-01,0,2
3.3.5,2015-11-01,0,2
3.3.5,2015-12-01,0,2
3.3.5,2016-01-01,0,2
3.3.5,2016-02-01,0,2
3.3.5,2016-03-01,0,2
3.3.5,2016-04-01,0,2
3.3.5,2016-05-01,0,2
3.3.5,2016-06-01,0,2
3.3.5,2016-07-01,0,2
3.3.5,2016-08-01,0,2
3.3.5,2016-09-01,0,2
3.3.5,2016-10-01,0,2
3.3.5,2016-11-01,0,2
3.3.5,2016-12-01,0,2
3.3.5,2017-01-01,0,2
3.3.5,2017-02-01,0,2
3.3.5,2017-03-01,0,2
3.3.5,2017-04-01,0,2
3.3.5,2017-05-01,0,2
3.3.5,2017-06-01,0,2
3.3.5,2017-07-01,0,2
3.3.5,2017-08-01,0,2
3.3.5,2017-09-01,0,2
3.3.5,2017-10-01,0,2
3.3.5,2017-11-01,0,2
3.3.5,2017-12-01,0,2
3.3.5,2018-01-01,0,2
3.3.5,2018-02-01,0,2
3.3.5,2018-03-01,0,2
3.3.5,2018-04-01,0,2
3.3.5,2018-05-01,0,2
3.3.5,2018-06-01,0,2
3.3.5,2018-07-01,0,2
3.3.5,2018-08-01,0,2
3.3.5,2018-09-01,0,2
3.3.5,2018-10-01,0,2
3.3.5,2018-11-01,0,2
3.3.5,2018-12-01,0,2
3.3.5,2019-01-01,0,2
3.3.5,2019-02-01,0,2
3.3.5,2019-03-01,0,2
3.3.5,2019-04-01,0,2
3.3.5,2019-05-01,0,2
3.3.5,2019-06-01,0,2
3.3.5,2019-07-01,0,2
3.3.5,2019-08-01,0,2
3.3.5,2019-09-01,0,2
3.3.5,2019-10-01,0,2
3.3.5,2019-11-01,0,2
3.3.5,2019-12-01,0,2
3.3.5,2020-01-01,0,2
3.3.5,2020-02-01,0,2
3.3.5,2020-03-01,0,2
3.3.5,2020-04-01,1,2
3.3.5,2020-05-01,0,2
3.3.5,2020-06-01,0,2
3.3.5,2020-07-01,0,2
3.3.5,2020-08-01,0,2
3.3.5,2020-09-01,0,2
3.3.5,2020-10-01,0,2
3.3.5,2020-11-01,0,2
3.3.5,2020-12-01,0,2
3.3.5,2021-01-01,0,2
3.3.5,2021-02-01,0,2
3.3.5,2021-03-01,0,2
3.3.5,2021-04-01,0,2
3.3.5,2021-05-01,0,2
3.3.5,2021-06-01,0,2
3.3.5,2021-07-01,0,2
3.3.5,2021-08-01,0,2
3.3.5,2021-09-01,0,2
3.3.5,2021-10-01,0,2
3.3.5,2021-11-01,0,2
3.3.5,2021-12-01,0,2
3.3.5,2022-01-01,0,2
3.3.5,2022-02-01,0,2
3.3.5,2022-03-01,0,2
3.3.5,2022-04-01,0,2
3.3.5,2022-05-01,0,2
3.3.5,2022-06-01,0,2
3.3.5,2022-07-01,0,2
3.4.2,2012-01-01,1,1614
3.4.2,2012-02-01,5,1614
3.4.2,2012-03-01,0,1614
3.4.2,2012-04-01,19,1614
3.4.2,2012-05-01,19,1614
3.4.2,2012-06-01,14,1614
3.4.2,2012-07-01,34,1614
3.4.2,2012-08-01,37,1614
3.4.2,2012-09-01,11,1614
3.4.2,2012-10-01,3,1614
3.4.2,2012-11-01,3,1614
3.4.2,2012-12-01,2,1614
3.4.2,2013-01-01,0,1614
3.4.2,2013-02-01,3,1614
3.4.2,2013-03-01,4,1614
3.4.2,2013-04-01,5,1614
3.4.2,2013-05-01,8,1614
3.4.2,2013-06-01,20,1614
3.4.2,2013-07-01,47,1614
3.4.2,2013-08-01,30,1614
3.4.2,2013-09-01,12,1614
3.4.2,2013-10-01,3,1614
3.4.2,2013-11-01,2,1614
3.4.2,2013-12-01,4,1614
3.4.2,2014-01-01,3,1614
3.4.2,2014-02-01,1,1614
3.4.2,2014-03-01,6,1614
3.4.2,2014-04-01,21,1614
3.4.2,2014-05-01,24,1614
3.4.2,2014-06-01,35,1614
3.4.2,2014-07-01,45,1614
3.4.2,2014-08-01,31,1614
3.4.2,2014-09-01,22,1614
3.4.2,2014-10-01,11,1614
3.4.2,2014-11-01,2,1614
3.4.2,2014-12-01,1,1614
3.4.2,2015-01-01,4,1614
3.4.2,2015-02-01,3,1614
3.4.2,2015-03-01,3,1614
3.4.2,2015-04-01,17,1614
3.4.2,2015-05-01,6,1614
3.4.2,2015-06-01,28,1614
3.4.2,2015-07-01,34,1614
3.4.2,2015-08-01,65,1614
3.4.2,2015-09-01,12,1614
3.4.2,2015-10-01,3,1614
3.4.2,2015-11-01,1,1614
3.4.2,2015-12-01,1,1614
3.4.2,2016-01-01,2,1614
3.4.2,2016-02-01,1,1614
3.4.2,2016-03-01,2,1614
3.4.2,2016-04-01,7,1614
3.4.2,2016-05-01,27,1614
3.4.2,2016-06-01,15,1614
3.4.2,2016-07-01,36,1614
3.4.2,2016-08-01,49,1614
3.4.2,2016-09-01,25,1614
3.4.2,2016-10-01,4,1614
3.4.2,2016-11-01,3,1614
3.4.2,2016-12-01,3,1614
3.4.2,2017-01-01,4,1614
3.4.2,2017-02-01,1,1614
3.4.2,2017-03-01,2,1614
3.4.2,2017-04-01,4,1614
3.4.2,2017-05-01,18,1614
3.4.2,2017-06-01,22,1614
3.4.2,2017-07-01,39,1614
3.4.2,2017-08-01,32,1614
3.4.2,2017-09-01,15,1614
3.4.2,2017-10-01,2,1614
3.4.2,2017-11-01,3,1614
3.4.2,2017-12-01,1,1614
3.4.2,2018-01-01,4,1614
3.4.2,2018-02-01,1,1614
3.4.2,2018-03-01,4,1614
3.4.2,2018-04-01,14,1614
3.4.2,2018-05-01,17,1614
3.4.2,2018-06-01,33,1614
3.4.2,2018-07-01,41,1614
3.4.2,2018-08-01,21,1614
3.4.2,2018-09-01,14,1614
3.4.2,2018-10-01,9,1614
3.4.2,2018-11-01,3,1614
3.4.2,2018-12-01,0,1614
3.4.2,2019-01-01,1,1614
3.4.2,2019-02-01,2,1614
3.4.2,2019-03-01,1,1614
3.4.2,2019-04-01,10,1614
3.4.2,2019-05-01,10,1614
3.4.2,2019-06-01,39,1614
3.4.2,2019-07-01,24,1614
3.4.2,2019-08-01,42,1614
3.4.2,2019-09-01,15,1614
3.4.2,2019-10-01,1,1614
3.4.2,2019-11-01,4,1614
3.4.2,2019-12-01,1,1614
3.4.2,2020-01-01,1,1614
3.4.2,2020-02-01,0,1614
3.4.2,2020-03-01,0,1614
3.4.2,2020-04-01,6,1614
3.4.2,2020-05-01,12,1614
3.4.2,2020-06-01,18,1614
3.4.2,2020-07-01,8,1614
3.4.2,2020-08-01,39,1614
3.4.2,2020-09-01,14,1614
3.4.2,2020-10-01,1,1614
3.4.2,2020-11-01,2,1614
3.4.2,2020-12-01,2,1614
3.4.2,2021-01-01,1,1614
3.4.2,2021-02-01,4,1614
3.4.2,2021-03-01,7,1614
3.4.2,2021-04-01,8,1614
3.4.2,2021-05-01,12,1614
3.4.2,2021-06-01,30,1614
3.4.2,2021-07-01,30,1614
3.4.2,2021-08-01,20,1614
3.4.2,2021-09-01,10,1614
3.4.2,2021-10-01,2,1614
3.4.2,2021-11-01,1,1614
3.4.2,2021-12-01,3,1614
3.4.2,2022-01-01,3,1614
3.4.2,2022-02-01,2,1614
3.4.2,2022-03-01,5,1614
3.4.2,2022-04-01,11,1614
3.4.2,2022-05-01,13,1614
3.4.2,2022-06-01,19,1614
3.4.2,2022-07-01,37,1614
3.5.2,2012-01-01,3513,332190
3.5.2,2012-02-01,3116,332190
3.5.2,2012-03-01,3662,332190
3.5.2,2012-04-01,3556,332190
3.5.2,2012-05-01,3510,332190
3.5.2,2012-06-01,3474,332190
3.5.2,2012-07-01,3276,332190
3.5.2,2012-08-01,3100,332190
3.5.2,2012-09-01,3640,332190
3.5.2,2012-10-01,3325,332190
3.5.2,2012-11-01,3092,332190
3.5.2,2012-12-01,3018,332190
3.5.2,2013-01-01,2570,332190
3.5.2,2013-02-01,2903,332190
3.5.2,2013-03-01,3401,332190
3.5.2,2013-04-01,3165,332190
3.5.2,2013-05-01,3030,332190
3.5.2,2013-06-01,3268,332190
3.5.2,2013-07-01,2834,332190
3.5.2,2013-08-01,3043,332190
3.5.2,2013-09-01,2941,332190
3.5.2,2013-10-01,2806,332190
3.5.2,2013-11-01,2845,332190
3.5.2,2013-12-01,2607,332190
3.5.2,2014-01-01,2599,332190
3.5.2,2014-02-01,2565,332190
3.5.2,2014-03-01,2996,332190
3.5.2,2014-04-01,2855,332190
3.5.2,2014-05-01,2874,332190
3.5.2,2014-06-01,2762,332190
3.5.2,2014-07-01,2351,332190
3.5.2,2014-08-01,2640,332190
3.5.2,2014-09-01,2507,332190
3.5.2,2014-10-01,2468,332190
3.5.2,2014-11-01,2546,332190
3.5.2,2014-12-01,2197,332190
3.5.2,2015-01-01,2137,332190
3.5.2,2015-02-01,2194,332190
3.5.2,2015-03-01,2312,332190
3.5.2,2015-04-01,2374,332190
3.5.2,2015-05-01,2501,332190
3.5.2,2015-06-01,2269,332190
3.5.2,2015-07-01,2172,332190
3.5.2,2015-08-01,2231,332190
3.5.2,2015-09-01,2025,332190
3.5.2,2015-10-01,2327,332190
3.5.2,2015-11-01,2043,332190
3.5.2,2015-12-01,2129,332190
3.5.2,2016-01-01,2057,332190
3.5.2,2016-02-01,1989,332190
3.5.2,2016-03-01,2169,332190
3.5.2,2016-04-01,2419,332190
3.5.2,2016-05-01,2438,332190
3.5.2,2016-06-01,2151,332190
3.5.2,2016-07-01,2325,332190
3.5.2,2016-08-01,2110,332190
3.5.2,2016-09-01,2175,332190
3.5.2,2016-10-01,2253,332190
3.5.2,2016-11-01,1902,332190
3.5.2,2016-12-01,2069,332190
3.5.2,2017-01-01,1850,332190
3.5.2,2017-02-01,1932,332190
3.5.2,2017-03-01,2189,332190
3.5.2,2017-04-01,2298,332190
3.5.2,2017-05-01,2089,332190
3.5.2,2017-06-01,2052,332190
3.5.2,2017-07-01,2343,332190
3.5.2,2017-08-01,2131,332190
3.5.2,2017-09-01,2046,332190
3.5.2,2017-10-01,2185,332190
3.5.2,2017-11-01,2294,332190
3.5.2,2017-12-01,2014,332190
3.5.2,2018-01-01,2056,332190
3.5.2,2018-02-01,1821,332190
3.5.2,2018-03-01,2268,332190
3.5.2,2018-04-01,2448,332190
3.5.2,2018-05-01,2376,332190
3.5.2,2018-06-01,2528,332190
3.5.2,2018-07-01,2684,332190
3.5.2,2018-08-01,2266,332190
3.5.2,2018-09-01,2358,332190
3.5.2,2018-10-01,2413,332190
3.5.2,2018-11-01,2564,332190
3.5.2,2018-12-01,2767,332190
3.5.2,2019-01-01,2462,332190
3.5.2,2019-02-01,2638,332190
3.5.2,2019-03-01,3083,332190
3.5.2,2019-04-01,2767,332190
3.5.2,2019-05-01,2558,332190
3.5.2,2019-06-01,2882,332190
3.5.2,2019-07-01,2793,332190
3.5.2,2019-08-01,2790,332190
3.5.2,2019-09-01,2599,332190
3.5.2,2019-10-01,2570,332190
3.5.2,2019-11-01,2734,332190
3.5.2,2019-12-01,2668,332190
3.5.2,2020-01-01,2730,332190
3.5.2,2020-02-01,2693,332190
3.5.2,2020-03-01,2134,332190
3.5.2,2020-04-01,1688,332190
